38.60783,1.647222222,17.99,1.473,23.15,-2.576,348,1.961,382.7,0
38.52647,1.647583912,19.02,1.572,19.64,-2.577,347.0,1.776,380.9,0
38.45616,1.647945602,20.38,1.825,17.43,-2.717,346.5,1.996,379.8,0
38.39506,1.648307292,20.28,1.763,16.79,-2.659,345.6,1.741,378.1,0
38.33147,1.648668981,20.22,1.984,16.51,-2.577,345.0,1.88,376.8,0
38.26523,1.649030671,18.78,1.897,20.24,-2.893,342.9,1.927,374.6,0
38.21785,1.649392361,18.52,2.069,20.17,-3.327,339.0,1.416,372.5,0
38.1718,1.649754051,17.82,1.613,20.99,-3.069,336.8,1.381,369.4,0
38.11531,1.650115741,17.53,2.372,20.76,-2.963,334.6,1.892,370.7,0
38.0844,1.650477431,17.32,2.293,20.74,-3.163,333.2,1.915,375.1,0
38.04785,1.65083912,17.05,2.211,21.69,-3.444,332.1,1.695,378.4,0
38.02239,1.65120081,16.93,2.133,21.86,-3.292,330.8,1.648,379.8,0
38.00062,1.6515625,16.39,1.832,24.23,7.896,330.1,3.912,376.6,0
37.97616,1.65192419,16.5,1.811,24.28,59.75,329.6,14.51,381.4,1
37.96152,1.65228588,18.13,2.047,24.6,146.5,333.9,28.89,398.6,1
37.9793,1.652647569,19.69,2.024,24.17,246.7,339.4,45.8,418.7,1
38.0308,1.653009259,21.56,1.803,24.06,313.4,343.5,59.03,436.6,1
38.10254,1.653370949,23.84,2.504,21.34,372.4,352.5,69.65,458.3,1
38.19391,1.653732639,25.52,2.541,18.29,461.5,356.9,87.1,478.2,1
38.29589,1.654094329,27.07,2.654,15.66,550.1,363.2,103.7,499.8,1
38.40267,1.654456019,28.34,3.088,14.63,609.8,370.8,118.2,520.6,1
38.5463,1.654817708,29.97,2.74,12.85,721.2,379.4,131.9,544.2,1
38.70661,1.655179398,30.52,2.801,12.05,734.9,380.7,131.5,552.8,1
38.85347,1.655541088,31.03,2.882,11.68,790.5,384.8,137.6,566.8,1
39.00762,1.655902778,31.75,2.024,10.21,848.0,387.1,147.8,584.1,1
39.16715,1.656264468,32.54,2.482,9.68,864.0,391.9,149.7,594.9,1
39.2965,1.656626157,32.2,2.768,9.45,879.0,389.8,153.0,596.5,1
39.42042,1.656987847,32.95,3.08,8.81,882.0,393.6,152.7,602.9,1
39.53312,1.657349537,33.34,3.2,7.661,883.0,394.9,150.9,603.7,1
39.62231,1.657711227,33.88,3.124,7.028,879.0,394.7,147.8,604.2,1
39.7188,1.658072917,33.57,2.138,6.556,743.4,398.1,124.1,588.8,1
39.78054,1.658434606,34.19,2.239,5.803,834.0,392.9,136.8,593.5,1
39.8384,1.658796296,34.13,2.593,5.966,724.4,394.2,115.6,581.6,1
39.84454,1.659157986,34.2,2.358,5.81,708.6,395.5,114.6,574.6,1
39.87354,1.659519676,34.18,4.251,5.966,519.3,396.3,82.6,552.1,1
39.84481,1.659881366,34.29,2.58,6.073,557.9,398.9,91.7,550.8,1
39.82131,1.660243056,33.21,2.824,6.712,156.2,402.3,25.89,511.2,1
39.75211,1.660604745,32.77,2.873,7.767,134.0,418.8,25.07,499.1,1
39.65318,1.660966435,32.03,3.675,8.25,102.4,411.3,19.5,487.3,1
39.55761,1.661328125,31.46,1.985,7.976,73.38,388.5,15.08,475.3,1
39.46584,1.661689815,30.72,2.258,9.16,48.77,386.8,10.88,468.2,1
39.38126,1.662051505,29.42,1.401,10.49,13.25,381.0,4.535,451.4,1
39.29058,1.662413194,27.45,1.834,12.15,-3.64,373.6,1.659,430.7,0
39.18975,1.662774884,25.82,0.747,13.83,-3.957,371.7,0.638,417.6,0
39.0911,1.663136574,24.83,1.656,14.52,-1.37,369.3,3.283,409.9,0
38.99764,1.663498264,23.35,1.005,15.08,-1.23,368.8,2.564,404.1,0
38.91003,1.663859954,22.93,0.248,15.59,-0.831,370.7,1.961,401.1,0
38.82994,1.664221644,22.86,0.998,18.75,-0.515,369.6,3.214,399.6,0
38.755,1.664583333,21.24,0.95,22.8,-0.105,368.8,3.887,397.0,0
38.69152,1.664945023,20.19,0.694,23.8,1.148,373.0,2.75,396.5,0
38.63501,1.665306713,20.12,1.806,25.25,-1.663,362.5,2.518,392.9,0
38.57607,1.665668403,18.89,0.767,30.3,-2.331,365.2,-0.128,390.7,0
38.52514,1.666030093,17.17,1.287,29.26,-1.007,354.2,2.089,384.7,0
38.46163,1.666391782,17.81,0.87,29.36,1.101,348.8,2.588,380.5,0
38.40377,1.666753472,18.2,1.095,28.96,-2.436,343.6,1.996,380.2,0
38.35038,1.667115162,16.49,1.128,35.89,0.422,349.4,1.718,376.0,0
38.30411,1.667476852,15.04,0.835,40.74,-0.715,350.4,0.279,374.2,0
38.24864,1.667838542,15.12,1.114,39.28,2.401,351.0,6.106,374.2,0
38.2148,1.668200231,14.95,0.913,42.27,-1.429,350.2,0.07,374.4,0
38.16708,1.668561921,14.31,1.057,45.08,-0.363,341.4,1.114,369.4,0
38.12336,1.668923611,13.81,0.608,40.6,6.56,346.1,3.529,369.3,0
38.09983,1.669285301,14.97,1.184,37.58,33.33,366.9,7.626,382.2,1
38.08605,1.669646991,16.57,2.079,32.31,83.8,352.4,15.93,394.0,1
38.09885,1.670008681,19.36,1.683,25.45,214.3,341.2,40.86,414.7,1
38.13909,1.67037037,20.59,2.342,23.2,297.7,341.2,54.09,431.5,1
