18.96,0.308333333,17.85,1.642,22.65,0,309.8,0.01,382.9,0
18.89,0.309230324,16.35,1.268,26.49,0,308.8,0,379.3,0
18.8,0.310127315,14.82,1.315,32.5,0,299,0,373.9,0
18.73,0.311024306,14.11,0.245,33.41,0,294.5,0,367.2,0
18.63,0.311921296,13.22,0.184,35.65,0,293.4,0,363.5,0
18.61,0.312818287,12.94,0.281,34.78,0,291.5,0,361.6,0
18.54,0.313715278,11.97,0.854,40.12,0,290.3,0,359.3,0
18.49,0.314612269,11.24,1.285,42.39,0,289.8,0,358,0
18.45,0.315509259,10.78,0.522,44.93,0,289.3,0,355.7,0
18.4,0.31640625,10.52,0.883,43.29,0,288.7,0,353.4,0
18.34,0.317303241,10.01,0.695,46.01,0,287.1,0,351.6,0
18.3,0.318200231,9.79,0.343,50.99,0,291.3,0,350.3,0
18.27,0.319097222,9.1,0.284,49.76,0.43,285.5,0.471,348.7,0
18.23,0.319994213,9.05,1.109,51.46,27.52,286.6,8.95,351.7,1
18.24,0.320891204,9.49,0.494,55,66.82,288,20.77,359,1
18.29,0.321788194,11.3,0.247,52.34,175.3,292.6,53.27,377,1
18.42,0.322685185,14.48,0.816,43.32,285.1,295.9,66.53,397.3,1
18.59,0.323582176,15.94,0.835,35.69,395.7,301.2,79.01,416.3,1
18.81,0.324479167,18.91,0.484,33.04,501.4,308.8,98.3,439.4,1
19.06,0.325376157,19.73,0.438,31.07,406,318.7,77.26,449.8,1
19.31,0.326273148,20.97,1.493,25.46,578.2,331.7,111,473.2,1
19.51,0.327170139,21.5,1.128,25.26,576.7,334.5,109.6,477.3,1
19.73,0.32806713,23.68,2.126,21.2,819,337.1,149.1,508.1,1
19.99,0.32896412,24.78,1.75,18.83,773.3,346,144.3,517,1
20.19,0.329861111,25.7,2.16,16.11,692.3,357.9,139.1,524.3,1
20.38,0.330758102,26.61,2.139,14.34,823,351.9,161.2,544.9,1
20.59,0.331655093,27.05,1.931,13.07,899,346.6,181.5,560.6,1
20.78,0.332552083,27.69,1.999,13.18,745,354.2,161.9,561.7,1
20.86,0.333449074,28.02,2.894,11.17,683.6,367,148.8,559.4,1
20.86,0.334346065,28.29,3.076,11.65,640.2,373.4,142.8,546.9,1
20.83,0.335243056,28.42,3.02,13.26,443.1,380.9,97.9,523.6,1
20.71,0.336140046,27.69,3.988,13.62,373.7,384,82.1,505.6,1
20.58,0.337037037,27.3,4.136,13.28,309.1,389,67.37,494.3,1
20.42,0.337934028,27.02,4.252,13.1,173.1,389.8,37.58,474,1
20.27,0.338831019,27.31,3.832,14.01,214.9,388.7,47.71,477,1
20.17,0.339728009,27.43,0.489,17.79,191.2,385.5,42.37,479.9,1
20.1,0.340625,26.69,1.57,19.79,142.9,385.2,30.32,469.8,1
20.02,0.341521991,26.19,3.856,21.6,111.2,386.8,24.07,460.6,1
19.9,0.342418981,24.63,5.594,24.69,74.53,380.8,15.75,448.3,1
19.77,0.343315972,23.65,4.663,25.78,37.22,379.3,8.03,438.2,1
19.65,0.344212963,23.16,3.895,26.92,13.02,379.4,3.198,432.7,1
19.54,0.345109954,23.14,2.905,27.01,0.841,379.7,0.335,430.3,0
19.46,0.346006944,22.83,3.332,27.62,0,379.9,0,428.2,0
19.39,0.346903935,22.96,3.473,26.97,0,380.8,0,427.6,0
19.33,0.347800926,23.41,3.618,24.94,0,383.4,0,428.9,0
19.27,0.348697917,22.94,3.882,26.93,0,381.6,0,427,0
19.22,0.349594907,22.49,3.525,28.51,0,383.3,0,425.8,0
